car 0.030802631750702858
potted plant 0.003476091893389821
potted plant 0.0038018415216356516
potted plant 0.00724364398047328
potted plant 0.005374869331717491
potted plant 0.0008293758146464825
potted plant 0.0035768169909715652
potted plant 0.00210665725171566
potted plant 0.001457301084883511
potted plant 0.0014723027125000954
potted plant 0.0012279904913157225
potted plant 0.003362508025020361
parking meter 0.0011979872360825539
potted plant 0.0020787972025573254
potted plant 0.0021302313543856144
potted plant 0.0008893823251128197
potted plant 0.0012622799258679152
potted plant 0.006559998262673616
potted plant 0.0009386733872815967
potted plant 0.0016737532569095492
potted plant 0.005580605939030647
potted plant 0.0019009207608178258
potted plant 0.022498156875371933
potted plant 0.0009729628218337893
potted plant 0.0003857561678159982
potted plant 0.001971642719581723
potted plant 0.002061652485281229
