car 0.035121846944093704
car 0.018063338473439217
traffic light 0.001247450360096991
traffic light 0.00047235641977749765
traffic light 0.005584541242569685
traffic light 0.002202898496761918
traffic light 0.0005603864556178451
traffic light 0.003020934062078595
traffic light 0.0020848093554377556
traffic light 0.0005925925797782838
stop sign 0.0031862587202340364
traffic light 3.86473438993562e-05
traffic light 0.008981212973594666
traffic light 0.00019108963897451758
traffic light 0.0014020396629348397
car 8.158883429132402e-05
traffic light 0.0006097691948525608
traffic light 0.0003757380472961813
traffic light 4.2941494029946625e-05
traffic light 9.66183579294011e-05
traffic light 2.5764895326574333e-05
stop sign 0.0010606548748910427
traffic light 0.0004637681122403592
traffic light 0.00022758990235161036
traffic light 0.00020397208572831005
traffic light 8.803005766822025e-05
stop sign 8.803005766822025e-05
traffic light 0.0005002683610655367
traffic light 0.00039291466237045825
traffic light 0.00039935586391948164
traffic light 0.00041653247899375856
traffic light 0.0003843263548333198
traffic light 0.00010091250442201272
traffic light 7.085346442181617e-05
stop sign 0.00016317766858264804
traffic light 0.000307031674310565
traffic light 0.0002533548104111105
traffic light 0.0001739130384521559
traffic light 0.0003671497688628733
traffic light 0.00036929684574715793
traffic light 0.0006527106743305922
traffic light 0.00040365001768805087
traffic light 3.86473438993562e-05
traffic light 0.0007514760945923626
traffic light 0.00045088568003848195
traffic light 0.000994095578789711
car 0.0002104133163811639
car 2.5764895326574333e-05
traffic light 0.00031347290496341884
traffic light 0.00039506173925474286
traffic light 0.0010713902302086353
traffic light 0.00012882448208983988
traffic light 0.00046162103535607457
traffic light 0.0009060655138455331
traffic light 0.0005475040525197983
traffic light 0.0015050993533805013
traffic light 0.000830917851999402
traffic light 0.00032420826028101146
traffic light 0.0011615674011409283
