car 0.02659795992076397
car 0.03482125699520111
traffic light 0.0005217391299083829
traffic light 0.001247450360096991
traffic light 0.0022007515653967857
traffic light 0.0004637681122403592
traffic light 0.0053891572169959545
traffic light 0.009004831314086914
traffic light 0.0005646806093864143
traffic light 0.002997316187247634
traffic light 0.002044015098363161
stop sign 0.003179817460477352
traffic light 0.0014170692302286625
traffic light 3.86473438993562e-05
traffic light 0.00018894256209023297
traffic light 0.000577563070692122
traffic light 0.0003714438935276121
traffic light 2.1470747014973313e-05
traffic light 0.0011486848816275597
traffic light 4.2941494029946625e-05
traffic light 0.00010091250442201272
traffic light 0.0005453569465316832
traffic light 0.0002318840561201796
traffic light 0.00020397208572831005
traffic light 0.0004916801117360592
traffic light 8.803005766822025e-05
stop sign 8.803005766822025e-05
traffic light 0.00040365001768805087
traffic light 0.00039935586391948164
traffic light 0.0003843263548333198
traffic light 0.00040365001768805087
traffic light 0.00038217927794903517
traffic light 0.0001739130384521559
car 4.079441714566201e-05
traffic light 0.00025979604106396437
traffic light 9.876543481368572e-05
car 0.0012302737450227141
traffic light 3.86473438993562e-05
traffic light 0.0006355340592563152
traffic light 0.0068470207042992115
traffic light 0.0003113258280791342
traffic light 0.0010434782598167658
person 0.0005110037745907903
stop sign 0.00015673645248170942
traffic light 0.0003091787511948496
car 1.5029521819087677e-05
traffic light 0.0007815351709723473
traffic light 0.00030273752054199576
traffic light 0.0006398282130248845
traffic light 0.0005303274374455214
traffic light 0.00045947395847178996
traffic light 0.0008974772063083947
traffic light 0.015561996959149837
traffic light 0.003740204032510519
traffic light 0.00031991410651244223
