car 0.01646806299686432
traffic light 0.0005217391299083829
traffic light 0.001245303312316537
traffic light 0.0021986044012010098
traffic light 0.0004680622660089284
traffic light 0.005500805098563433
traffic light 0.0005603864556178451
traffic light 0.0031154053285717964
traffic light 0.00209125061519444
traffic light 0.009024154394865036
traffic light 0.0014428341528400779
stop sign 0.0008760064374655485
traffic light 0.00019753086962737143
traffic light 4.723564052255824e-05
traffic light 1.717659688438289e-05
traffic light 4.2941494029946625e-05
traffic light 0.00010520665819058195
traffic light 0.0003864734317176044
traffic light 0.0005346215912140906
car 4.938271740684286e-05
traffic light 0.001264626975171268
traffic light 0.0005324744852259755
traffic light 0.00022544284001924098
stop sign 0.001082125585526228
traffic light 0.000504562514834106
traffic light 0.00020182500884402543
traffic light 0.0003972088161390275
traffic light 8.803005766822025e-05
stop sign 8.803005766822025e-05
traffic light 0.000388620508601889
traffic light 0.0004272678343113512
traffic light 0.00025764896417967975
traffic light 0.00010305958130629733
traffic light 0.00017820719222072512
traffic light 0.0004057970945723355
traffic light 0.0003091787511948496
traffic light 3.6500267015071586e-05
stop sign 0.00016961889923550189
traffic light 0.00037788512418046594
traffic light 0.0011422437382861972
car 0.00012882448208983988
car 1.5029521819087677e-05
traffic light 1.5029521819087677e-05
traffic light 0.0007879763725213706
traffic light 0.0003177670296281576
stop sign 0.0031347288750112057
traffic light 0.0012388620525598526
traffic light 0.00045947395847178996
traffic light 0.0008953301003202796
traffic light 0.0005303274374455214
traffic light 0.0004895330057479441
traffic light 0.000650563626550138
traffic light 0.00027697262703441083
traffic light 0.000667740183416754
