car 0.034312400966882706
traffic light 0.0005152979283593595
traffic light 0.0012002147268503904
traffic light 0.0004659151891246438
traffic light 0.0021749865263700485
traffic light 0.0005625335616059601
traffic light 0.005543746519833803
traffic light 0.0013870102120563388
traffic light 0.0031132581643760204
traffic light 0.002095544710755348
parking meter 0.0008609769283793867
traffic light 4.5088567276252434e-05
traffic light 0.00019753086962737143
traffic light 1.2882447663287167e-05
traffic light 0.008979066275060177
traffic light 0.00010735372779890895
traffic light 4.2941494029946625e-05
traffic light 0.00038003220106475055
traffic light 0.0005324744852259755
traffic light 0.0008888888987712562
traffic light 0.00022973697923589498
traffic light 0.0005152979283593595
traffic light 0.0005024154670536518
traffic light 0.00020182500884402543
traffic light 8.803005766822025e-05
stop sign 8.803005766822025e-05
traffic light 0.0007686527096666396
stop sign 0.0004981213132850826
traffic light 0.00038003220106475055
traffic light 0.0004100912483409047
traffic light 0.00041438540210947394
traffic light 0.00026409016572870314
traffic light 0.0006355340592563152
traffic light 9.017713455250487e-05
traffic light 6.441224104491994e-05
car 0.00012453032832127064
traffic light 0.0001739130384521559
traffic light 3.86473438993562e-05
person 0.0005668277153745294
traffic light 0.0003091787511948496
traffic light 0.0009146537631750107
traffic light 0.0017455716151744127
traffic light 0.0012345679569989443
traffic light 0.00036929684574715793
stop sign 0.0031476113945245743
person 0.00032206118339672685
traffic light 0.0011250671232119203
traffic light 0.0006935051060281694
stop sign 0.00016317766858264804
traffic light 9.66183579294011e-05
traffic light 0.00045732688158750534
traffic light 0.0004444444493856281
traffic light 0.00037788512418046594
traffic light 0.00027911970391869545
traffic light 0.0003177670296281576
traffic light 0.0005968867335468531
traffic light 0.000388620508601889
car 0.0031476113945245743
