car 0.021444981917738914
traffic light 0.0005217391299083829
traffic light 0.0012238324852660298
traffic light 0.0004551798047032207
traffic light 0.0005582394078373909
traffic light 0.005541599355638027
traffic light 0.0021256038453429937
traffic light 0.002202898496761918
traffic light 0.00895330123603344
traffic light 0.003018786897882819
traffic light 0.0014428341528400779
traffic light 0.00018894256209023297
traffic light 4.723564052255824e-05
traffic light 1.93236719496781e-05
traffic light 4.5088567276252434e-05
traffic light 0.0005260332836769521
traffic light 0.00010735372779890895
traffic light 0.0003843263548333198
traffic light 0.0005367686389945447
traffic light 0.00020397208572831005
traffic light 0.0002318840561201796
car 0.00012023617455270141
traffic light 8.803005766822025e-05
stop sign 8.803005766822025e-05
traffic light 0.00039076758548617363
traffic light 0.0008910359465517104
traffic light 0.0004057970945723355
traffic light 0.0005110037745907903
traffic light 0.00041438540210947394
traffic light 0.0002512077335268259
traffic light 0.0003091787511948496
traffic light 7.085346442181617e-05
traffic light 0.00010091250442201272
traffic light 0.0001760601153364405
stop sign 0.00016317766858264804
traffic light 0.000667740183416754
traffic light 3.86473438993562e-05
traffic light 0.0008459474192932248
parking meter 0.000884594745002687
traffic light 0.00043585614184848964
traffic light 0.00039076758548617363
parking meter 0.00012882448208983988
traffic light 0.00038217927794903517
stop sign 0.0018486311892047524
traffic light 0.00032420826028101146
car 1.93236719496781e-05
traffic light 0.00045732688158750534
traffic light 0.0005281803314574063
traffic light 0.00033494364470243454
traffic light 0.00386258726939559
traffic light 0.0009039184078574181
traffic light 0.0003177670296281576
traffic light 0.0012367150047793984
traffic light 2.361782026127912e-05
traffic light 9.017713455250487e-05
traffic light 0.0005002683610655367
