car 0.031190553680062294
traffic light 0.0005217391299083829
traffic light 0.0012195383897051215
traffic light 0.0005689747631549835
traffic light 0.005584541242569685
traffic light 0.0030982287134975195
traffic light 0.0021213097497820854
parking meter 0.0008523886208422482
traffic light 0.0012495974078774452
traffic light 0.008985507301986217
traffic light 0.0021749865263700485
traffic light 4.723564052255824e-05
traffic light 0.0001932367158588022
stop sign 0.003196994075551629
traffic light 1.93236719496781e-05
traffic light 9.66183579294011e-05
traffic light 0.0003757380472961813
traffic light 4.2941494029946625e-05
traffic light 0.0005195920821279287
traffic light 0.00022973697923589498
traffic light 8.803005766822025e-05
stop sign 8.803005766822025e-05
person 0.00047235641977749765
traffic light 0.00020182500884402543
traffic light 0.0009962426265701652
traffic light 0.000523886177688837
traffic light 0.0005110037745907903
traffic light 2.5764895326574333e-05
traffic light 0.00040365001768805087
traffic light 0.0004186795558780432
person 0.0007600644021295011
traffic light 0.00025550188729539514
traffic light 8.588298805989325e-05
traffic light 3.86473438993562e-05
traffic light 0.0006441223667934537
person 0.00018464842287357897
traffic light 0.00016961889923550189
traffic light 0.0003091787511948496
traffic light 0.0003542673075571656
traffic light 0.00039291466237045825
traffic light 0.0004229737096466124
traffic light 0.0011035962961614132
traffic light 0.001210950082167983
traffic light 0.00039076758548617363
traffic light 1.5029521819087677e-05
traffic light 0.0008051529875956476
traffic light 0.00045947395847178996
traffic light 0.0005024154670536518
traffic light 0.0003671497688628733
traffic light 0.0002877080114558339
traffic light 0.0005346215912140906
traffic light 0.0008888888987712562
traffic light 9.447128104511648e-05
