car 0.024699946865439415
car 0.023115405812859535
traffic light 0.009019860066473484
traffic light 0.0005217391299083829
traffic light 0.0012367150047793984
traffic light 0.00045947395847178996
traffic light 0.002179280621930957
traffic light 0.005543746519833803
traffic light 0.0005711218691430986
traffic light 0.0030466988682746887
traffic light 0.002093397779390216
traffic light 0.001498658093623817
stop sign 0.003093934617936611
traffic light 0.00018894256209023297
traffic light 3.6500267015071586e-05
traffic light 1.93236719496781e-05
traffic light 9.447128104511648e-05
traffic light 0.000523886177688837
traffic light 4.2941494029946625e-05
traffic light 0.00036929684574715793
traffic light 0.0005281803314574063
traffic light 8.803005766822025e-05
stop sign 8.803005766822025e-05
traffic light 0.00020397208572831005
traffic light 0.0002318840561201796
traffic light 0.0001739130384521559
traffic light 0.0005024154670536518
traffic light 0.0004079441714566201
traffic light 8.803005766822025e-05
traffic light 0.0007815351709723473
traffic light 0.00041653247899375856
traffic light 0.00024261942598968744
car 3.435319376876578e-05
traffic light 0.0003091787511948496
stop sign 0.0001739130384521559
traffic light 6.441224104491994e-05
traffic light 0.00039076758548617363
traffic light 0.0006398282130248845
traffic light 3.86473438993562e-05
traffic light 0.0011035962961614132
traffic light 0.0007450348930433393
car 1.5029521819087677e-05
traffic light 0.000541062792763114
traffic light 0.00046162103535607457
traffic light 8.803005766822025e-05
traffic light 0.00035641438444145024
traffic light 0.0038389693945646286
traffic light 0.0008867417927831411
traffic light 0.0007579173543490469
traffic light 0.00031991410651244223
traffic light 0.00027697262703441083
traffic light 0.0012302737450227141
traffic light 0.000388620508601889
