car 0.032702092081308365
traffic light 0.008908212184906006
traffic light 0.0005131508223712444
traffic light 0.0012002147268503904
traffic light 0.0021964572370052338
traffic light 0.0004659151891246438
traffic light 0.0005625335616059601
traffic light 0.005573805887252092
traffic light 0.003108964068815112
traffic light 0.0021234566811472178
traffic light 0.0013655395014211535
traffic light 5.3676863899454474e-05
traffic light 0.0001932367158588022
traffic light 1.2882447663287167e-05
traffic light 4.5088567276252434e-05
traffic light 0.0005367686389945447
traffic light 0.0003843263548333198
traffic light 0.00010950080468319356
traffic light 0.001137949526309967
traffic light 0.0004959742072969675
traffic light 0.0002318840561201796
traffic light 9.232421143678948e-05
stop sign 9.232421143678948e-05
traffic light 0.00020182500884402543
traffic light 3.0059043638175353e-05
traffic light 0.0004057970945723355
traffic light 0.0005152979283593595
stop sign 0.0004938271595165133
traffic light 0.0004272678343113512
traffic light 0.0003843263548333198
traffic light 8.588298805989325e-05
person 0.00018250134598929435
traffic light 6.441224104491994e-05
traffic light 0.00025550188729539514
car 0.00012882448208983988
traffic light 3.86473438993562e-05
traffic light 0.0003091787511948496
traffic light 0.0006913580000400543
traffic light 0.0006591519340872765
parking meter 0.0008888888987712562
stop sign 0.003158346749842167
traffic light 0.0001717659761197865
traffic light 0.00040150294080376625
traffic light 0.0003757380472961813
traffic light 0.000830917851999402
traffic light 0.001191626419313252
traffic light 0.00033709072158671916
traffic light 0.0005324744852259755
person 0.0002855609345715493
person 0.0004659151891246438
traffic light 0.00045732688158750534
traffic light 0.0009275362244807184
traffic light 0.00025979604106396437
traffic light 0.00039076758548617363
stop sign 0.00014814814494457096
traffic light 9.876543481368572e-05
traffic light 0.0006333870114758611
traffic light 0.0038969404995441437
