car 0.03230917826294899
traffic light 0.0005281803314574063
traffic light 0.0012517444556578994
traffic light 0.00046162103535607457
traffic light 0.005496511235833168
traffic light 0.003068169578909874
traffic light 0.0005797101184725761
traffic light 0.002110574394464493
parking meter 0.0008781535434536636
traffic light 0.0014385399408638477
traffic light 0.002205045660957694
stop sign 0.0032399354968219995
traffic light 0.00019538379274308681
traffic light 0.0090263020247221
traffic light 4.2941494029946625e-05
traffic light 0.00036929684574715793
traffic light 0.00010520665819058195
traffic light 0.0007707997574470937
traffic light 1.0735373507486656e-05
traffic light 0.0005517981480807066
traffic light 0.0002318840561201796
traffic light 0.00020182500884402543
traffic light 0.000543209898751229
traffic light 0.0005110037745907903
traffic light 9.017713455250487e-05
stop sign 9.017713455250487e-05
traffic light 0.0003843263548333198
traffic light 0.0004079441714566201
traffic light 0.0004229737096466124
traffic light 0.0001717659761197865
traffic light 0.00025764896417967975
traffic light 0.0006398282130248845
traffic light 9.876543481368572e-05
person 0.000775093911215663
traffic light 4.079441714566201e-05
traffic light 0.0003628556150943041
traffic light 0.0007665056618861854
traffic light 0.000307031674310565
traffic light 0.00039291466237045825
stop sign 0.0001739130384521559
traffic light 0.0007858293247409165
person 0.00043800321873277426
traffic light 0.0003091787511948496
traffic light 0.001264626975171268
traffic light 0.00032420826028101146
traffic light 0.0005367686389945447
traffic light 0.0004551798047032207
traffic light 0.0003091787511948496
traffic light 0.0008996242540888488
traffic light 0.00039076758548617363
car 0.00012453032832127064
traffic light 9.232421143678948e-05
traffic light 0.0011272141709923744
