car 0.029283950105309486
traffic light 0.000523886177688837
traffic light 0.0012045088224112988
traffic light 0.00047235641977749765
traffic light 0.005528717301785946
traffic light 0.0005689747631549835
traffic light 0.0030466988682746887
traffic light 0.002110574394464493
traffic light 0.0022007515653967857
traffic light 0.008979066275060177
traffic light 0.001318303868174553
traffic light 4.5088567276252434e-05
traffic light 0.00019753086962737143
traffic light 1.5029521819087677e-05
traffic light 4.079441714566201e-05
traffic light 9.66183579294011e-05
traffic light 0.0003757380472961813
traffic light 0.0005217391299083829
traffic light 1.5029521819087677e-05
traffic light 0.0008588298223912716
car 4.938271740684286e-05
traffic light 0.000504562514834106
traffic light 0.00039935586391948164
traffic light 0.00022973697923589498
traffic light 8.803005766822025e-05
stop sign 8.803005766822025e-05
traffic light 0.00020182500884402543
traffic light 0.000506709620822221
traffic light 0.0004272678343113512
traffic light 0.00039935586391948164
traffic light 0.0001717659761197865
traffic light 9.017713455250487e-05
traffic light 0.00026409016572870314
traffic light 0.0003843263548333198
stop sign 0.0001717659761197865
traffic light 0.0003091787511948496
traffic light 0.00039291466237045825
traffic light 3.86473438993562e-05
traffic light 0.0006462694727815688
traffic light 0.00104991951957345
traffic light 0.000777241017203778
traffic light 0.00031347290496341884
traffic light 0.000543209898751229
traffic light 0.00045947395847178996
traffic light 0.0009039184078574181
traffic light 0.000270531396381557
traffic light 0.00010091250442201272
fire hydrant 0.0004057970945723355
person 0.000425120786530897
stop sign 0.0031690821051597595
traffic light 0.0002920021361205727
