car 0.04152657091617584
traffic light 0.0004637681122403592
traffic light 0.0010048309341073036
traffic light 0.0005689747631549835
traffic light 0.005502952262759209
traffic light 0.0030810520984232426
traffic light 0.002112721325829625
traffic light 4.2941494029946625e-05
traffic light 0.00018679548520594835
traffic light 0.008985507301986217
traffic light 0.002205045660957694
traffic light 0.00045732688158750534
traffic light 0.000388620508601889
traffic light 1.2882447663287167e-05
traffic light 0.00010091250442201272
traffic light 0.0005260332836769521
traffic light 4.723564052255824e-05
car 4.5088567276252434e-05
traffic light 0.0008330649579875171
traffic light 0.0001545893755974248
stop sign 0.0001545893755974248
traffic light 0.00020182500884402543
traffic light 0.0002340311330044642
traffic light 0.0001739130384521559
traffic light 9.66183579294011e-05
traffic light 0.00041653247899375856
traffic light 0.0004079441714566201
traffic light 0.0003864734317176044
traffic light 2.1470747014973313e-05
stop sign 0.003158346749842167
traffic light 0.00025764896417967975
traffic light 3.86473438993562e-05
traffic light 0.000307031674310565
traffic light 6.655931065324694e-05
traffic light 0.0005110037745907903
traffic light 0.0006484165205620229
stop sign 0.0001739130384521559
car 0.0001545893755974248
parking meter 0.00016103059169836342
traffic light 0.0004637681122403592
traffic light 0.0002941492130048573
traffic light 0.0005324744852259755
traffic light 0.00028985505923628807
traffic light 0.0009017713600769639
traffic light 0.0005324744852259755
traffic light 9.876543481368572e-05
traffic light 2.147074610547861e-06
traffic light 0.00039506173925474286
parking meter 0.0005990338395349681
