car 0.038907140493392944
traffic light 0.0012130971299484372
traffic light 0.0004637681122403592
traffic light 0.0021921631414443254
traffic light 0.005573805887252092
traffic light 0.0005625335616059601
traffic light 0.0021449276246130466
traffic light 0.003035963512957096
traffic light 0.0015201288042590022
traffic light 5.1529790653148666e-05
traffic light 0.00019538379274308681
traffic light 0.0090263020247221
traffic light 1.93236719496781e-05
car 4.938271740684286e-05
traffic light 4.2941494029946625e-05
traffic light 0.0003714438935276121
traffic light 0.00010305958130629733
traffic light 0.0007987117278389633
traffic light 0.0005281803314574063
traffic light 0.0002318840561201796
traffic light 0.0005088566686026752
traffic light 8.803005766822025e-05
stop sign 8.803005766822025e-05
traffic light 0.00019967793195974082
traffic light 1.5029521819087677e-05
traffic light 0.0003972088161390275
traffic light 0.00040150294080376625
traffic light 0.00041223832522518933
traffic light 0.00010091250442201272
traffic light 0.0001739130384521559
traffic light 0.00038003220106475055
traffic light 0.0004981213132850826
traffic light 0.00025550188729539514
traffic light 0.000650563626550138
traffic light 0.0003091787511948496
traffic light 0.0003735909704118967
traffic light 3.6500267015071586e-05
stop sign 0.0031347288750112057
stop sign 0.0001717659761197865
traffic light 0.0008266236982308328
traffic light 0.0010993022006005049
traffic light 0.0003091787511948496
traffic light 9.66183579294011e-05
car 0.0001545893755974248
traffic light 0.00047235641977749765
traffic light 0.0008867417927831411
traffic light 0.000991948414593935
traffic light 0.0002834138576872647
traffic light 0.0005367686389945447
traffic light 0.000541062792763114
traffic light 0.0005475040525197983
traffic light 0.001264626975171268
