car 0.02955448254942894
traffic light 0.000523886177688837
traffic light 0.0012023617746308446
traffic light 0.0022157810162752867
traffic light 0.00046162103535607457
traffic light 0.0005668277153745294
traffic light 0.005513687618076801
traffic light 0.003038110677152872
parking meter 0.0008545356686227024
traffic light 0.0021213097497820854
traffic light 3.220612052245997e-05
traffic light 0.0013784219045192003
traffic light 0.00018894256209023297
traffic light 0.008968330919742584
traffic light 1.717659688438289e-05
traffic light 0.0005367686389945447
traffic light 0.00010091250442201272
traffic light 4.2941494029946625e-05
traffic light 0.00038217927794903517
traffic light 0.0010263016447424889
traffic light 0.0004873859288636595
traffic light 0.00022973697923589498
traffic light 0.00020182500884402543
traffic light 0.0005110037745907903
traffic light 9.017713455250487e-05
stop sign 9.017713455250487e-05
stop sign 0.0005024154670536518
traffic light 0.000388620508601889
traffic light 0.0004079441714566201
traffic light 0.000425120786530897
traffic light 0.0001717659761197865
traffic light 0.0006376811652444303
traffic light 0.00025764896417967975
traffic light 8.803005766822025e-05
car 2.7911970391869545e-05
car 8.158883429132402e-05
stop sign 0.003164788009598851
traffic light 0.0003091787511948496
traffic light 6.011808727635071e-05
traffic light 4.079441714566201e-05
traffic light 0.0003542673075571656
traffic light 0.001064948970451951
traffic light 0.0010971551528200507
traffic light 0.00030273752054199576
traffic light 0.0007536232005804777
traffic light 0.000541062792763114
traffic light 0.00045947395847178996
person 0.0004959742072969675
traffic light 0.00010091250442201272
person 0.00046162103535607457
traffic light 0.0009318303782492876
traffic light 0.00033494364470243454
traffic light 0.0006011808873154223
traffic light 0.00039291466237045825
traffic light 0.0003972088161390275
