car 0.03917123004794121
traffic light 0.0005088566686026752
traffic light 0.0011808910639956594
traffic light 0.00046162103535607457
traffic light 0.008966183289885521
traffic light 0.005522275809198618
traffic light 0.0021986044012010098
traffic light 0.0005646806093864143
parking meter 0.0002619430888444185
traffic light 0.002097691874951124
traffic light 4.723564052255824e-05
stop sign 0.003175523364916444
traffic light 0.00019108963897451758
traffic light 1.5029521819087677e-05
traffic light 4.2941494029946625e-05
traffic light 0.00010520665819058195
traffic light 0.003050992963835597
traffic light 0.00038217927794903517
traffic light 0.0005389157449826598
stop sign 0.0010971551528200507
traffic light 9.66183579294011e-05
stop sign 9.66183579294011e-05
traffic light 0.0010713902302086353
car 6.226516416063532e-05
traffic light 0.0009812130592763424
traffic light 0.00047450349666178226
traffic light 0.00020182500884402543
traffic light 0.0002318840561201796
stop sign 0.0004873859288636595
traffic light 0.00041438540210947394
traffic light 0.00010091250442201272
traffic light 0.0004079441714566201
traffic light 0.0003843263548333198
parking meter 0.0001159420280600898
traffic light 0.000504562514834106
traffic light 0.0002533548104111105
traffic light 0.0003091787511948496
traffic light 5.582394078373909e-05
traffic light 3.6500267015071586e-05
traffic light 0.00017820719222072512
traffic light 0.0006312399636954069
stop sign 0.00014814814494457096
traffic light 0.00036929684574715793
traffic light 0.0011851851595565677
traffic light 0.0007922705262899399
car 1.93236719496781e-05
traffic light 0.00025550188729539514
parking meter 0.000813741295132786
car 0.0001932367158588022
traffic light 0.01568867452442646
traffic light 0.00045732688158750534
traffic light 0.0005367686389945447
traffic light 0.0010241545969620347
traffic light 0.0009017713600769639
traffic light 0.0003843263548333198
traffic light 1.5029521819087677e-05
traffic light 0.0002619430888444185
