car 0.02272893115878105
traffic light 0.0005195920821279287
traffic light 0.0011358024785295129
traffic light 0.0022007515653967857
traffic light 0.00046162103535607457
traffic light 0.000577563070692122
traffic light 0.0055630705319345
traffic light 0.0030424047727137804
traffic light 0.002076221164315939
traffic light 0.0014922168338671327
traffic light 0.00019108963897451758
traffic light 4.5088567276252434e-05
car 0.003214170690625906
traffic light 0.0090263020247221
traffic light 2.1470747014973313e-05
traffic light 0.00010520665819058195
traffic light 0.00038217927794903517
traffic light 0.0005389157449826598
traffic light 4.2941494029946625e-05
traffic light 0.0012968330411240458
traffic light 0.0005088566686026752
traffic light 0.0002318840561201796
traffic light 0.00020397208572831005
traffic light 0.0005110037745907903
stop sign 0.000506709620822221
car 0.00012238325143698603
traffic light 8.803005766822025e-05
stop sign 8.803005766822025e-05
traffic light 0.000388620508601889
traffic light 0.00040150294080376625
traffic light 0.00041438540210947394
traffic light 0.00010091250442201272
traffic light 0.0002469135797582567
traffic light 3.86473438993562e-05
traffic light 0.0001739130384521559
stop sign 0.00016961889923550189
traffic light 0.0003091787511948496
person 0.00039076758548617363
traffic light 0.0006527106743305922
traffic light 0.0007428877870552242
traffic light 0.0007879763725213706
person 0.00033494364470243454
parking meter 0.0008781535434536636
traffic light 0.0003327965678181499
traffic light 0.0004637681122403592
traffic light 0.00039506173925474286
traffic light 0.0005260332836769521
traffic light 0.003920558374375105
traffic light 0.000650563626550138
traffic light 0.00032206118339672685
traffic light 0.0008996242540888488
traffic light 0.0003113258280791342
traffic light 9.447128104511648e-05
traffic light 0.0012495974078774452
