car 0.027205590158700943
car 0.0062056346796453
potted plant 0.00908028706908226
potted plant 0.006512058433145285
potted plant 0.0011309024412184954
potted plant 0.002570433309301734
truck 0.0036991313099861145
potted plant 0.0006018253043293953
potted plant 0.0080596087500453
potted plant 0.0031700541730970144
potted plant 0.003778493031859398
potted plant 0.0018076803535223007
potted plant 0.0016269123880192637
potted plant 0.0010515409521758556
potted plant 0.004331819247454405
potted plant 0.01150742918252945
potted plant 0.0007362990872934461
potted plant 0.009940037503838539
potted plant 0.002788677578791976
potted plant 0.004796966444700956
potted plant 0.0019994708709418774
potted plant 0.0004497156187426299
potted plant 0.0018385432194918394
potted plant 0.026330407708883286
potted plant 0.012905074283480644
potted plant 0.0052180238999426365
potted plant 0.0019443586934357882
potted plant 0.02484017424285412
potted plant 0.0010361095191910863
potted plant 0.013363608159124851
potted plant 0.0005400996305979788
potted plant 0.002191261388361454
potted plant 0.01839865930378437
potted plant 0.00019179047376383096
potted plant 0.004748467821627855
potted plant 0.022133061662316322
potted plant 0.00037476301076821983
car 0.0006723689148202538
potted plant 0.0006723689148202538
potted plant 0.004184118937700987
potted plant 0.001957585569471121
potted plant 0.004232617560774088
potted plant 0.005372337996959686
potted plant 0.012364975176751614
person 0.0007583439582958817
potted plant 0.008921563625335693
potted plant 0.0008994312374852598
potted plant 0.0027445878367871046
potted plant 0.002125126775354147
potted plant 0.0017613861709833145
person 0.0008200696320272982
potted plant 0.026910187676548958
