car 0.00756800826638937
car 0.03363828733563423
potted plant 0.002334553049877286
potted plant 0.002665226347744465
potted plant 0.002200079383328557
potted plant 0.0056545124389231205
potted plant 0.0008685683715157211
potted plant 0.00490057747811079
potted plant 0.013945592567324638
potted plant 0.002014902187511325
potted plant 0.0027071116492152214
truck 0.003835809649899602
potted plant 0.0026894756592810154
potted plant 0.0011132665676996112
potted plant 0.0016687975730746984
potted plant 0.0012830122141167521
potted plant 0.00041444378439337015
potted plant 0.0116264708340168
potted plant 0.001190423616208136
potted plant 0.008108108304440975
potted plant 0.0007076407200656831
potted plant 0.0011661743046715856
potted plant 0.0009655658504925668
potted plant 0.0008399100624956191
potted plant 0.005270931404083967
potted plant 0.0005400996305979788
potted plant 0.0006525285425595939
potted plant 0.0030752611346542835
potted plant 0.004378113895654678
potted plant 0.0005400996305979788
potted plant 0.001322692958638072
potted plant 0.0006745734135620296
potted plant 0.0015938450815156102
potted plant 0.00041223931475542486
potted plant 0.0014703937340527773
potted plant 0.022219037637114525
potted plant 0.0023654159158468246
potted plant 0.009470481425523758
potted plant 5.952118226559833e-05
potted plant 0.0006084387423470616
potted plant 0.017131078988313675
potted plant 0.007241744082421064
potted plant 0.00043428418575786054
potted plant 0.0008377055637538433
potted plant 0.0002733565343078226
potted plant 0.002795291133224964
potted plant 0.023762179538607597
potted plant 0.03849918395280838
potted plant 0.002039151731878519
potted plant 0.0007737753912806511
potted plant 0.000595211808104068
potted plant 0.0008773863082751632
potted plant 0.003128168871626258
potted plant 0.000897226738743484
