car 0.013229134492576122
potted plant 0.0047286273911595345
potted plant 0.0006437106058001518
potted plant 0.0012521493481472135
potted plant 0.0003571271081455052
potted plant 0.022245490923523903
bench 0.014664256013929844
potted plant 0.0014659847365692258
potted plant 0.000595211808104068
potted plant 0.0006569374818354845
potted plant 0.005255499854683876
potted plant 0.0007892068242654204
potted plant 0.0001521096855867654
potted plant 0.0026101141702383757
potted plant 0.007724526803940535
potted plant 0.007651778869330883
potted plant 0.0015916405245661736
potted plant 0.004400158766657114
potted plant 0.006948546972125769
parking meter 0.006426083389669657
potted plant 0.00951457116752863
potted plant 0.0034742734860628843
potted plant 0.0009413164807483554
potted plant 0.0015894360840320587
potted plant 0.0005687579978257418
potted plant 0.010793174616992474
fire hydrant 0.0001785635540727526
potted plant 0.0001785635540727526
potted plant 0.004148846957832575
potted plant 0.012741941958665848
