car 0.008568845689296722
potted plant 0.0041223932057619095
potted plant 0.001322692958638072
bench 0.013482650741934776
potted plant 0.00035492260940372944
potted plant 0.0031480093020945787
potted plant 0.0017084784340113401
potted plant 0.000764957454521209
parking meter 0.007799479644745588
potted plant 0.010991578921675682
potted plant 0.0013293063966557384
potted plant 0.0004497156187426299
potted plant 0.0009038401767611504
potted plant 0.020656054839491844
potted plant 0.014730391092598438
potted plant 0.00042767071863636374
potted plant 0.0006282791728153825
potted plant 0.0012433313531801105
potted plant 0.0004651470226235688
potted plant 0.005376746878027916
potted plant 0.005949913989752531
potted plant 0.0029606276657432318
potted plant 0.0029518099036067724
potted plant 0.0010184735292568803
potted plant 0.0006635509780608118
potted plant 0.0069022527895867825
potted plant 0.015693752095103264
potted plant 0.0011926281731575727
potted plant 0.0005709624383598566
potted plant 0.0006723689148202538
potted plant 0.0006591419805772603
potted plant 0.0004497156187426299
potted plant 0.003128168871626258
potted plant 0.0003108328382950276
potted plant 0.003337595146149397
potted plant 0.006434901151806116
potted plant 0.0034081388730555773
potted plant 0.024769630283117294
potted plant 0.0011154711246490479
potted plant 0.004411180969327688
