car 0.0412437729537487
potted plant 0.0025483884382992983
potted plant 0.006769983563572168
potted plant 0.012307657860219479
potted plant 0.001860588090494275
potted plant 0.0018098849104717374
car 0.002731360960751772
potted plant 0.001851770211942494
potted plant 0.0011264935601502657
potted plant 0.0005753714358434081
potted plant 0.0005643490003421903
potted plant 0.0004960098885931075
potted plant 0.002577046863734722
potted plant 0.0020920594688504934
potted plant 0.0006282791728153825
potted plant 0.0001719500869512558
potted plant 0.0007340945885516703
potted plant 0.0003946034121327102
potted plant 0.0005356906331144273
potted plant 0.0016026629600673914
potted plant 0.00032626427127979696
potted plant 0.0012587627861648798
potted plant 0.0012301044771447778
potted plant 0.003269256092607975
