car 0.006258722394704819
traffic light 0.0005260332836769521
traffic light 0.0012023617746308446
traffic light 0.0022114869207143784
traffic light 0.005575952585786581
traffic light 0.0005625335616059601
traffic light 0.0021062802989035845
traffic light 0.0029565216973423958
parking meter 0.00012667740520555526
stop sign 0.0031926999799907207
traffic light 0.008976918645203114
traffic light 3.6500267015071586e-05
car 0.000506709620822221
traffic light 0.00019538379274308681
traffic light 4.2941494029946625e-05
traffic light 0.0005260332836769521
parking meter 0.0009253891767002642
traffic light 0.0003843263548333198
traffic light 9.447128104511648e-05
traffic light 2.1470747014973313e-05
traffic light 0.0010434782598167658
traffic light 0.0012002147268503904
traffic light 4.2941494029946625e-05
traffic light 8.803005766822025e-05
stop sign 8.803005766822025e-05
traffic light 0.00019967793195974082
traffic light 0.0004852388519793749
stop sign 0.0011851851595565677
traffic light 0.00022758990235161036
traffic light 0.0005174449761398137
traffic light 0.00041438540210947394
traffic light 0.0003864734317176044
stop sign 0.0004873859288636595
traffic light 0.00039291466237045825
parking meter 0.00012667740520555526
traffic light 0.00040365001768805087
traffic light 0.00016961889923550189
traffic light 0.00010091250442201272
stop sign 0.00015673645248170942
traffic light 0.00025550188729539514
traffic light 0.000850241573061794
car 0.00012453032832127064
traffic light 0.0003091787511948496
traffic light 3.86473438993562e-05
traffic light 0.0006183575023896992
traffic light 0.0004959742072969675
traffic light 0.0036886741872876883
traffic light 0.00045732688158750534
traffic light 0.0009039184078574181
traffic light 0.0002920021361205727
traffic light 0.0005496511003002524
traffic light 0.0006205045501701534
traffic light 9.447128104511648e-05
traffic light 0.0011078905081376433
