car 0.0030080515425652266
traffic light 0.000523886177688837
traffic light 0.0012152441777288914
traffic light 0.00047235641977749765
traffic light 0.0005646806093864143
traffic light 0.005616747308522463
traffic light 0.002114868490025401
traffic light 3.86473438993562e-05
traffic light 0.001337627531029284
traffic light 0.0029500804375857115
traffic light 0.009024154394865036
traffic light 0.0021964572370052338
traffic light 0.00019538379274308681
traffic light 1.5029521819087677e-05
traffic light 0.0005131508223712444
traffic light 4.2941494029946625e-05
traffic light 0.00010305958130629733
traffic light 0.00038217927794903517
car 4.938271740684286e-05
traffic light 0.00020182500884402543
traffic light 0.000543209898751229
traffic light 0.0005131508223712444
traffic light 9.017713455250487e-05
stop sign 9.017713455250487e-05
traffic light 0.00022973697923589498
traffic light 0.00038217927794903517
stop sign 0.0004959742072969675
traffic light 0.0002533548104111105
traffic light 0.0004186795558780432
traffic light 9.447128104511648e-05
traffic light 0.0008223296026699245
traffic light 0.00040150294080376625
stop sign 0.00013097154442220926
traffic light 0.0001717659761197865
car 0.00014600106806028634
traffic light 3.86473438993562e-05
traffic light 0.0003113258280791342
traffic light 0.0008073000353761017
traffic light 0.0010348899522796273
parking meter 0.0008760064374655485
traffic light 0.0006247987039387226
traffic light 0.0037251743488013744
car 0.0031347288750112057
stop sign 0.0031347288750112057
traffic light 0.000388620508601889
traffic light 0.00031347290496341884
traffic light 0.000974771857727319
traffic light 0.00046162103535607457
traffic light 0.0002834138576872647
traffic light 0.0005603864556178451
traffic light 0.0009060655138455331
traffic light 0.0036178207956254482
traffic light 9.232421143678948e-05
traffic light 0.00031991410651244223
traffic light 0.0006333870114758611
traffic light 6.655931065324694e-05
