car 0.005887278355658054
traffic light 0.0012517444556578994
traffic light 0.0022071925923228264
traffic light 0.0004659151891246438
parking meter 0.0008631239761598408
traffic light 0.0030424047727137804
traffic light 0.0005517981480807066
traffic light 0.005822866223752499
traffic light 0.0021449276246130466
stop sign 0.003194846911355853
traffic light 3.0059043638175353e-05
traffic light 0.009011272341012955
traffic light 0.00019108963897451758
traffic light 1.5029521819087677e-05
traffic light 0.00038217927794903517
traffic light 4.2941494029946625e-05
traffic light 9.876543481368572e-05
traffic light 0.0005195920821279287
traffic light 0.0009812130592763424
traffic light 0.0007836822187528014
stop sign 0.0011400965740904212
traffic light 0.0003972088161390275
traffic light 0.00020182500884402543
traffic light 8.803005766822025e-05
stop sign 8.803005766822025e-05
traffic light 0.00022544284001924098
traffic light 0.00041438540210947394
traffic light 0.0004057970945723355
traffic light 0.0005088566686026752
traffic light 0.000506709620822221
traffic light 9.447128104511648e-05
car 0.00011164788156747818
traffic light 0.00025979604106396437
stop sign 0.00015673645248170942
traffic light 0.0001717659761197865
traffic light 0.0008695652359165251
traffic light 0.0003091787511948496
traffic light 0.00039291466237045825
traffic light 0.00041223832522518933
traffic light 3.6500267015071586e-05
traffic light 0.0011057434603571892
traffic light 0.0006355340592563152
traffic light 0.00030059044365771115
traffic light 0.0005281803314574063
traffic light 0.0005346215912140906
traffic light 0.00046162103535607457
traffic light 9.66183579294011e-05
traffic light 0.000921095022931695
traffic light 4.5088567276252434e-05
traffic light 0.0005475040525197983
stop sign 0.0004852388519793749
