car 0.0015845410525798798
traffic light 0.0005260332836769521
traffic light 0.0012023617746308446
traffic light 0.002202898496761918
traffic light 0.0004680622660089284
traffic light 0.005517981946468353
traffic light 0.0005625335616059601
traffic light 0.0030080515425652266
traffic light 0.0020891036838293076
traffic light 3.435319376876578e-05
traffic light 0.0013268920592963696
traffic light 0.008987654000520706
traffic light 0.0001932367158588022
traffic light 0.0001159420280600898
traffic light 4.2941494029946625e-05
traffic light 0.00037788512418046594
traffic light 2.1470747014973313e-05
traffic light 0.0008094471413642168
traffic light 0.000523886177688837
car 0.00012667740520555526
traffic light 0.0005195920821279287
traffic light 0.00020397208572831005
traffic light 0.0005131508223712444
traffic light 0.0002318840561201796
traffic light 8.373591117560863e-05
stop sign 8.373591117560863e-05
traffic light 0.0004186795558780432
stop sign 0.0005002683610655367
traffic light 0.0008051529875956476
car 9.017713455250487e-05
traffic light 0.00025979604106396437
traffic light 9.66183579294011e-05
traffic light 0.0003757380472961813
traffic light 0.00039291466237045825
car 6.870638753753155e-05
traffic light 0.00018464842287357897
traffic light 5.79710140300449e-05
traffic light 3.86473438993562e-05
stop sign 0.00014385400572791696
traffic light 0.0003091787511948496
stop sign 0.0031347288750112057
traffic light 0.0010005367221310735
parking meter 0.00086741812992841
traffic light 0.00032420826028101146
traffic light 0.00046162103535607457
traffic light 0.003946322947740555
traffic light 0.0002962962898891419
traffic light 0.0006290928577072918
traffic light 0.00039506173925474286
traffic light 0.015832528471946716
traffic light 0.000307031674310565
traffic light 0.0008953301003202796
traffic light 0.0005389157449826598
traffic light 0.0011121846036985517
