car 0.0014643048634752631
traffic light 0.0012045088224112988
traffic light 0.0005281803314574063
traffic light 0.0021771336905658245
traffic light 0.00047235641977749765
traffic light 0.005548040848225355
traffic light 0.0030424047727137804
traffic light 0.0005603864556178451
parking meter 0.0008545356686227024
traffic light 0.0020869565196335316
traffic light 3.86473438993562e-05
traffic light 0.0013440686743706465
traffic light 0.00019753086962737143
traffic light 7.94417574070394e-05
stop sign 7.94417574070394e-05
traffic light 0.00900268368422985
traffic light 0.0001159420280600898
traffic light 4.2941494029946625e-05
traffic light 0.0005088566686026752
traffic light 0.0016296296380460262
traffic light 0.00038003220106475055
traffic light 1.717659688438289e-05
stop sign 0.0011057434603571892
traffic light 0.00020397208572831005
traffic light 0.00022758990235161036
traffic light 0.0005152979283593595
traffic light 0.0005281803314574063
car 0.00010950080468319356
stop sign 0.0005002683610655367
car 6.226516416063532e-05
traffic light 9.66183579294011e-05
traffic light 0.00018679548520594835
traffic light 0.00041653247899375856
traffic light 0.0003972088161390275
traffic light 0.00026409016572870314
traffic light 0.00038217927794903517
traffic light 6.226516416063532e-05
car 0.0031347288750112057
stop sign 0.0031347288750112057
traffic light 0.0008352120057679713
traffic light 0.0003091787511948496
traffic light 3.86473438993562e-05
stop sign 0.00013955985195934772
traffic light 0.0009490069933235645
car 9.232421143678948e-05
traffic light 0.0011615674011409283
traffic light 0.00039291466237045825
traffic light 0.0005260332836769521
traffic light 0.0004637681122403592
traffic light 0.00028985505923628807
traffic light 0.0009168008691631258
traffic light 0.0006312399636954069
traffic light 9.876543481368572e-05
traffic light 0.0007321524317376316
traffic light 0.00035641438444145024
traffic light 1.0735373507486656e-05
traffic light 0.0003843263548333198
