car 0.001715512597002089
traffic light 0.0005260332836769521
traffic light 0.0012388620525598526
traffic light 0.005573805887252092
traffic light 0.0005689747631549835
traffic light 0.002093397779390216
traffic light 0.002939345082268119
traffic light 3.435319376876578e-05
traffic light 0.0012388620525598526
traffic light 0.00019753086962737143
traffic light 0.0021943103056401014
traffic light 0.008981212973594666
traffic light 4.2941494029946625e-05
traffic light 0.00011808910494437441
traffic light 0.0005217391299083829
traffic light 1.717659688438289e-05
traffic light 0.00037788512418046594
traffic light 0.0008438003133051097
traffic light 0.0005152979283593595
traffic light 0.00020182500884402543
traffic light 8.588298805989325e-05
stop sign 8.588298805989325e-05
traffic light 0.00039506173925474286
traffic light 0.0002340311330044642
car 6.870638753753155e-05
car 0.00012453032832127064
traffic light 0.0005539452540688217
traffic light 0.0003843263548333198
traffic light 0.00041653247899375856
traffic light 0.0004057970945723355
traffic light 0.0009533011470921338
traffic light 0.0008287708042189479
traffic light 0.00026623724261298776
traffic light 9.66183579294011e-05
traffic light 6.655931065324694e-05
car 8.373591117560863e-05
traffic light 0.00017820719222072512
traffic light 0.0003091787511948496
traffic light 3.6500267015071586e-05
traffic light 0.0003864734317176044
parking meter 0.0008824476390145719
traffic light 0.0003048845974262804
car 0.0031304347794502974
stop sign 0.0031304347794502974
traffic light 0.000307031674310565
traffic light 0.0036908213514834642
traffic light 0.00045732688158750534
traffic light 0.0009425657335668802
traffic light 0.0006398282130248845
traffic light 0.00010091250442201272
traffic light 0.0008996242540888488
traffic light 0.0005152979283593595
traffic light 0.0005324744852259755
