car 0.0011293612187728286
traffic light 0.0005260332836769521
traffic light 0.001208803034387529
traffic light 0.0021943103056401014
traffic light 0.00046162103535607457
traffic light 0.005541599355638027
traffic light 0.0005689747631549835
traffic light 0.002117015654221177
traffic light 0.009000536985695362
traffic light 3.6500267015071586e-05
traffic light 0.0013483628863468766
traffic light 7.514761091442779e-05
traffic light 0.00019753086962737143
traffic light 0.00039506173925474286
traffic light 0.0029844336677342653
traffic light 4.2941494029946625e-05
traffic light 0.00010305958130629733
traffic light 0.0005131508223712444
traffic light 1.2882447663287167e-05
traffic light 0.00039291466237045825
car 6.011808727635071e-05
traffic light 0.0007600644021295011
traffic light 0.0005131508223712444
traffic light 0.00022758990235161036
traffic light 0.00020397208572831005
traffic light 0.0005475040525197983
traffic light 9.876543481368572e-05
car 0.00010305958130629733
traffic light 0.0004186795558780432
traffic light 0.00039935586391948164
traffic light 0.00016961889923550189
traffic light 0.0007836822187528014
traffic light 0.00026623724261298776
traffic light 3.86473438993562e-05
traffic light 0.0003091787511948496
car 9.232421143678948e-05
parking meter 0.00086741812992841
car 0.0031196994241327047
stop sign 0.0031196994241327047
traffic light 0.0003177670296281576
traffic light 0.0010069779818877578
traffic light 0.0003735909704118967
traffic light 0.0005346215912140906
traffic light 0.0038497047498822212
traffic light 0.0008158883429132402
traffic light 0.0003972088161390275
traffic light 0.00046162103535607457
traffic light 0.00061406334862113
traffic light 0.0008953301003202796
traffic light 0.0002962962898891419
traffic light 0.00031561998184770346
traffic light 0.00010091250442201272
