car 0.0056274826638400555
traffic light 0.0005217391299083829
traffic light 0.002190016210079193
traffic light 0.0012410091003403068
traffic light 0.00047020934289321303
traffic light 0.005616747308522463
traffic light 0.0005711218691430986
traffic light 0.0021384863648563623
traffic light 3.6500267015071586e-05
traffic light 0.00019538379274308681
traffic light 0.009017713367938995
parking meter 0.0009318303782492876
traffic light 0.0005281803314574063
traffic light 4.2941494029946625e-05
traffic light 0.00010091250442201272
traffic light 0.00038003220106475055
traffic light 0.001064948970451951
traffic light 1.717659688438289e-05
stop sign 0.0011164788156747818
traffic light 0.00020182500884402543
traffic light 0.003038110677152872
traffic light 0.00022758990235161036
traffic light 8.803005766822025e-05
stop sign 8.803005766822025e-05
car 0.0031454642303287983
stop sign 0.0031454642303287983
traffic light 0.000506709620822221
traffic light 0.00048309177509509027
traffic light 0.0004208266327623278
stop sign 0.0004959742072969675
traffic light 9.66183579294011e-05
traffic light 0.0002469135797582567
traffic light 0.0007793880649842322
traffic light 0.000388620508601889
traffic light 0.0004057970945723355
traffic light 0.00016961889923550189
parking meter 0.00010950080468319356
stop sign 0.00016317766858264804
traffic light 0.0003091787511948496
traffic light 0.000543209898751229
car 5.3676863899454474e-05
traffic light 5.3676863899454474e-05
traffic light 6.011808727635071e-05
car 0.00015029522182885557
traffic light 0.0006290928577072918
traffic light 0.0002941492130048573
traffic light 9.447128104511648e-05
traffic light 0.003922705538570881
traffic light 0.00045732688158750534
traffic light 0.0039334408938884735
traffic light 0.0009318303782492876
traffic light 0.000523886177688837
traffic light 0.0006591519340872765
traffic light 0.000343531952239573
traffic light 0.0003864734317176044
traffic light 3.6500267015071586e-05
