car 0.0055630705319345
traffic light 0.0005195920821279287
traffic light 0.001174449804238975
parking meter 0.0008652710821479559
traffic light 0.005593129433691502
traffic light 0.000506709620822221
traffic light 0.0005582394078373909
traffic light 0.002205045660957694
traffic light 0.002117015654221177
traffic light 4.079441714566201e-05
traffic light 0.008991948328912258
traffic light 0.0001932367158588022
traffic light 0.0014664519112557173
traffic light 0.0030316694173961878
traffic light 0.0005281803314574063
traffic light 4.2941494029946625e-05
traffic light 0.00038217927794903517
traffic light 0.00010305958130629733
traffic light 2.1470747014973313e-05
traffic light 0.0007858293247409165
traffic light 0.00022329576313495636
traffic light 0.00020182500884402543
traffic light 8.803005766822025e-05
stop sign 8.803005766822025e-05
stop sign 0.0004938271595165133
traffic light 0.0004959742072969675
traffic light 0.00040365001768805087
traffic light 0.00041653247899375856
traffic light 0.0003091787511948496
traffic light 0.0002512077335268259
traffic light 0.0004938271595165133
parking meter 0.00010091250442201272
traffic light 0.0008201824966818094
traffic light 0.0003843263548333198
car 0.00010950080468319356
traffic light 0.00010305958130629733
traffic light 5.1529790653148666e-05
traffic light 3.6500267015071586e-05
traffic light 0.0001739130384521559
traffic light 0.000506709620822221
stop sign 0.0031304347794502974
traffic light 0.0003048845974262804
traffic light 0.0003972088161390275
traffic light 0.0008330649579875171
traffic light 0.0004680622660089284
traffic light 0.0005517981480807066
traffic light 9.232421143678948e-05
traffic light 0.0009125067153945565
traffic light 0.0006226516561582685
traffic light 0.0003864734317176044
