car 0.001301127253100276
traffic light 0.0005303274374455214
traffic light 0.0011272141709923744
traffic light 0.00047020934289321303
traffic light 0.0005646806093864143
traffic light 0.0056296298280358315
traffic light 0.002132045105099678
traffic light 0.003020934062078595
traffic light 3.6500267015071586e-05
traffic light 0.008964036591351032
traffic light 0.00019538379274308681
traffic light 7.94417574070394e-05
stop sign 7.94417574070394e-05
traffic light 0.0013440686743706465
traffic light 5.3676863899454474e-05
traffic light 0.0022007515653967857
traffic light 1.5029521819087677e-05
traffic light 0.0005217391299083829
traffic light 0.0003864734317176044
traffic light 0.00012023617455270141
traffic light 0.0008867417927831411
traffic light 0.00039291466237045825
traffic light 0.00020182500884402543
car 6.011808727635071e-05
traffic light 0.0005152979283593595
traffic light 0.0005131508223712444
traffic light 0.00022973697923589498
traffic light 0.00038003220106475055
car 0.00010520665819058195
stop sign 0.0005024154670536518
traffic light 0.0003972088161390275
traffic light 0.0004186795558780432
traffic light 0.0008738593896850944
traffic light 0.0002619430888444185
traffic light 0.00010520665819058195
traffic light 0.00017820719222072512
traffic light 0.0003091787511948496
traffic light 3.86473438993562e-05
traffic light 7.085346442181617e-05
car 8.373591117560863e-05
traffic light 0.0009103596094064415
parking meter 0.0008760064374655485
stop sign 0.003160493914037943
traffic light 0.0009962426265701652
traffic light 0.00031561998184770346
traffic light 0.0004680622660089284
traffic light 0.0038754695560783148
traffic light 0.0009060655138455331
traffic light 0.0005539452540688217
traffic light 0.0002877080114558339
traffic light 0.0006419753190129995
traffic light 0.000850241573061794
traffic light 9.66183579294011e-05
