car 0.0012216854374855757
traffic light 0.0005303274374455214
traffic light 0.0011851851595565677
traffic light 0.00047020934289321303
traffic light 0.008964036591351032
traffic light 0.005571658723056316
traffic light 0.002965110121294856
traffic light 0.0005646806093864143
traffic light 0.002095544710755348
traffic light 0.002190016210079193
traffic light 3.86473438993562e-05
parking meter 0.0008523886208422482
stop sign 0.0031712292693555355
traffic light 7.300053403014317e-05
stop sign 7.300053403014317e-05
traffic light 0.00019967793195974082
traffic light 0.001391304307617247
traffic light 4.938271740684286e-05
traffic light 0.0005110037745907903
traffic light 0.00037788512418046594
traffic light 0.00010520665819058195
traffic light 2.1470747014973313e-05
car 6.011808727635071e-05
traffic light 0.000794417632278055
traffic light 0.00020397208572831005
traffic light 0.000504562514834106
stop sign 0.0004959742072969675
traffic light 0.00022973697923589498
traffic light 0.0005110037745907903
traffic light 0.00039506173925474286
traffic light 0.00038217927794903517
car 0.00014170692884363234
traffic light 0.00041653247899375856
traffic light 0.00040365001768805087
traffic light 0.0007858293247409165
traffic light 0.00010305958130629733
traffic light 0.00026623724261298776
traffic light 0.00016961889923550189
traffic light 3.86473438993562e-05
traffic light 0.0003091787511948496
traffic light 0.0011615674011409283
car 9.66183579294011e-05
traffic light 0.003845410654321313
traffic light 0.00046162103535607457
traffic light 0.0002962962898891419
traffic light 0.0010542136151343584
traffic light 0.0007879763725213706
traffic light 0.0005389157449826598
traffic light 0.0003263553371652961
traffic light 0.00010091250442201272
traffic light 0.0009060655138455331
traffic light 0.0006376811652444303
