car 0.0022973697632551193
traffic light 0.0005281803314574063
traffic light 0.0011701557086780667
traffic light 0.0022136338520795107
traffic light 0.0004637681122403592
traffic light 0.005799248348921537
traffic light 0.0005646806093864143
traffic light 0.0020848093554377556
traffic light 4.079441714566201e-05
parking meter 0.0008545356686227024
traffic light 0.0013612452894449234
traffic light 0.00019967793195974082
traffic light 4.2941494029946625e-05
traffic light 9.876543481368572e-05
traffic light 0.0003757380472961813
traffic light 1.5029521819087677e-05
traffic light 0.008994095958769321
traffic light 0.0005195920821279287
traffic light 0.003038110677152872
traffic light 0.000777241017203778
car 0.00011808910494437441
traffic light 9.017713455250487e-05
stop sign 9.017713455250487e-05
traffic light 0.00020397208572831005
stop sign 0.00015673645248170942
traffic light 0.0005152979283593595
stop sign 0.0004895330057479441
traffic light 0.0002318840561201796
traffic light 0.00038003220106475055
traffic light 0.0005303274374455214
traffic light 0.00041223832522518933
traffic light 0.00025550188729539514
traffic light 0.0001717659761197865
traffic light 9.876543481368572e-05
car 7.085346442181617e-05
traffic light 0.00040150294080376625
car 9.232421143678948e-05
traffic light 3.86473438993562e-05
traffic light 0.0003091787511948496
traffic light 7.514761091442779e-05
car 0.003108964068815112
stop sign 0.003108964068815112
traffic light 0.0004272678343113512
traffic light 0.0008395061595365405
traffic light 0.00045947395847178996
traffic light 0.0003478260769043118
traffic light 0.003914116881787777
traffic light 0.0005496511003002524
traffic light 9.66183579294011e-05
traffic light 0.00028126678080298007
traffic light 0.0009232420707121491
traffic light 0.0010692431824281812
traffic light 0.0006376811652444303
traffic light 0.0003972088161390275
traffic light 0.0009833602234721184
