car 0.002039720769971609
traffic light 0.0005195920821279287
traffic light 0.0012173913419246674
traffic light 0.000506709620822221
traffic light 0.0055394526571035385
traffic light 0.0005582394078373909
traffic light 0.002095544710755348
traffic light 0.003038110677152872
traffic light 3.220612052245997e-05
stop sign 0.0031626408454030752
traffic light 0.009013419039547443
traffic light 0.00019753086962737143
traffic light 0.0013440686743706465
traffic light 4.079441714566201e-05
traffic light 2.1470747014973313e-05
traffic light 0.00010950080468319356
traffic light 0.0003757380472961813
traffic light 0.002190016210079193
traffic light 0.0005152979283593595
traffic light 0.00020397208572831005
car 0.00011808910494437441
traffic light 9.017713455250487e-05
stop sign 9.017713455250487e-05
car 8.373591117560863e-05
traffic light 0.000523886177688837
stop sign 0.0004916801117360592
traffic light 0.0008094471413642168
traffic light 0.0005131508223712444
traffic light 0.00022758990235161036
traffic light 0.0004186795558780432
car 6.655931065324694e-05
traffic light 0.00010091250442201272
traffic light 0.00017820719222072512
traffic light 0.0004057970945723355
traffic light 0.00025764896417967975
traffic light 0.00038003220106475055
traffic light 6.226516416063532e-05
traffic light 3.86473438993562e-05
traffic light 0.0003091787511948496
traffic light 0.0008051529875956476
traffic light 0.00010735372779890895
traffic light 0.0003843263548333198
parking meter 0.0008695652359165251
traffic light 0.00039506173925474286
traffic light 0.00030273752054199576
traffic light 0.00394202908501029
traffic light 0.00047235641977749765
traffic light 0.0003306494909338653
traffic light 0.0005496511003002524
traffic light 0.00104991951957345
traffic light 0.0008717122836969793
traffic light 0.0006376811652444303
traffic light 0.00031347290496341884
traffic light 0.0009039184078574181
