car 0.002187869045883417
traffic light 0.0005260332836769521
traffic light 0.0011959205148741603
traffic light 0.0004637681122403592
traffic light 0.0021964572370052338
traffic light 0.005565217230468988
traffic light 0.0005560923018492758
traffic light 0.008946860209107399
traffic light 0.002110574394464493
parking meter 0.0008438003133051097
traffic light 3.86473438993562e-05
traffic light 0.0029994631186127663
stop sign 0.003179817460477352
traffic light 0.0043370905332267284
traffic light 0.00019753086962737143
traffic light 0.0009554481948725879
traffic light 0.0013590982416644692
traffic light 4.2941494029946625e-05
traffic light 0.00037788512418046594
traffic light 0.00011164788156747818
traffic light 0.0005260332836769521
traffic light 1.717659688438289e-05
traffic light 0.0009060655138455331
traffic light 0.00020397208572831005
traffic light 0.0005303274374455214
traffic light 9.017713455250487e-05
stop sign 9.017713455250487e-05
traffic light 0.0005152979283593595
car 0.00012667740520555526
traffic light 0.00022973697923589498
traffic light 0.0004186795558780432
car 6.441224104491994e-05
traffic light 0.0004100912483409047
traffic light 9.66183579294011e-05
traffic light 0.0002512077335268259
traffic light 0.0008438003133051097
traffic light 0.0003757380472961813
traffic light 7.085346442181617e-05
traffic light 0.0003113258280791342
traffic light 0.0001739130384521559
car 9.232421143678948e-05
traffic light 4.079441714566201e-05
traffic light 0.0006333870114758611
traffic light 0.00032420826028101146
traffic light 0.0038883520755916834
traffic light 0.0004637681122403592
traffic light 0.0009017713600769639
traffic light 0.0005603864556178451
traffic light 0.0008824476390145719
traffic light 9.876543481368572e-05
traffic light 0.001174449804238975
traffic light 0.0002855609345715493
traffic light 0.0003843263548333198
traffic light 0.0010585078271105886
